"ZCH1_SOLL";"ZCH2_SOLL";"ZCH3_SOLL";"GESAMT_SOLL";"ZCH1_IST";"ZCH2_IST";"ZCH3_IST";"GESAMT_IST";"ZFW"
13;1;1;15;0;0;0;0;15
12;2;1;15;0;0;0;0;15
11;2;2;15;0;0;0;0;15
10;3;2;15;0;0;0;0;15
9;3;3;15;0;0;0;0;15
8;4;3;15;0;0;0;0;15
7;4;4;15;0;0;0;0;15
6;5;4;15;0;0;0;0;15
5;5;5;15;0;0;0;0;15
12;1;1;14;0;0;0;0;14
11;2;1;14;0;0;0;0;14
10;2;2;14;0;0;0;0;14
9;3;2;14;0;0;0;0;14
8;3;3;14;0;0;0;0;14
7;4;3;14;0;0;0;0;14
6;4;4;14;0;0;0;0;14
5;5;4;14;0;0;0;0;14
11;1;1;13;0;0;0;0;13
10;2;1;13;0;0;0;0;13
9;2;2;13;0;0;0;0;13
8;3;2;13;0;0;0;0;13
7;3;3;13;0;0;0;0;13
6;4;3;13;0;0;0;0;13
5;4;4;13;0;0;0;0;13
10;1;1;12;0;0;0;0;12
9;2;1;12;0;0;0;0;12
8;2;2;12;0;0;0;0;12
7;3;2;12;0;0;0;0;12
6;3;3;12;0;0;0;0;12
5;4;3;12;0;0;0;0;12
4;4;4;12;0;0;0;0;12
13;1;1;15;0;0;1;1;14
12;2;1;15;0;0;1;1;14
11;2;2;15;0;0;1;1;13,5
10;3;2;15;0;0;1;1;13,5
9;3;3;15;0;0;1;1;13,3333333333333
8;4;3;15;0;0;1;1;13,3333333333333
7;4;4;15;0;0;1;1;13,25
6;5;4;15;0;0;1;1;13,25
5;5;5;15;0;0;1;1;13,2
12;1;1;14;0;0;1;1;13
11;2;1;14;0;0;1;1;13
10;2;2;14;0;0;1;1;12,5
9;3;2;14;0;0;1;1;12,5
8;3;3;14;0;0;1;1;12,3333333333333
7;4;3;14;0;0;1;1;12,3333333333333
6;4;4;14;0;0;1;1;12,25
5;5;4;14;0;0;1;1;12,25
11;1;1;13;0;0;1;1;12
10;2;1;13;0;0;1;1;12
9;2;2;13;0;0;1;1;11,5
8;3;2;13;0;0;1;1;11,5
7;3;3;13;0;0;1;1;11,3333333333333
6;4;3;13;0;0;1;1;11,3333333333333
5;4;4;13;0;0;1;1;11,25
10;1;1;12;0;0;1;1;11
9;2;1;12;0;0;1;1;11
8;2;2;12;0;0;1;1;10,5
7;3;2;12;0;0;1;1;10,5
6;3;3;12;0;0;1;1;10,3333333333333
5;4;3;12;0;0;1;1;10,3333333333333
4;4;4;12;0;0;1;1;10,25
13;1;1;15;0;1;0;1;14
12;2;1;15;0;1;0;1;13,5
11;2;2;15;0;1;0;1;13,5
10;3;2;15;0;1;0;1;13,3333333333333
9;3;3;15;0;1;0;1;13,3333333333333
8;4;3;15;0;1;0;1;13,25
7;4;4;15;0;1;0;1;13,25
6;5;4;15;0;1;0;1;13,2
5;5;5;15;0;1;0;1;13,2
12;1;1;14;0;1;0;1;13
11;2;1;14;0;1;0;1;12,5
10;2;2;14;0;1;0;1;12,5
9;3;2;14;0;1;0;1;12,3333333333333
8;3;3;14;0;1;0;1;12,3333333333333
7;4;3;14;0;1;0;1;12,25
6;4;4;14;0;1;0;1;12,25
5;5;4;14;0;1;0;1;12,2
11;1;1;13;0;1;0;1;12
10;2;1;13;0;1;0;1;11,5
9;2;2;13;0;1;0;1;11,5
8;3;2;13;0;1;0;1;11,3333333333333
7;3;3;13;0;1;0;1;11,3333333333333
6;4;3;13;0;1;0;1;11,25
5;4;4;13;0;1;0;1;11,25
10;1;1;12;0;1;0;1;11
9;2;1;12;0;1;0;1;10,5
8;2;2;12;0;1;0;1;10,5
7;3;2;12;0;1;0;1;10,3333333333333
6;3;3;12;0;1;0;1;10,3333333333333
5;4;3;12;0;1;0;1;10,25
4;4;4;12;0;1;0;1;10,25
13;1;1;15;1;0;0;1;13,0769230769231
12;2;1;15;1;0;0;1;13,0833333333333
11;2;2;15;1;0;0;1;13,0909090909091
10;3;2;15;1;0;0;1;13,1
9;3;3;15;1;0;0;1;13,1111111111111
8;4;3;15;1;0;0;1;13,125
7;4;4;15;1;0;0;1;13,1428571428571
6;5;4;15;1;0;0;1;13,1666666666667
5;5;5;15;1;0;0;1;13,2
12;1;1;14;1;0;0;1;12,0833333333333
11;2;1;14;1;0;0;1;12,0909090909091
10;2;2;14;1;0;0;1;12,1
9;3;2;14;1;0;0;1;12,1111111111111
8;3;3;14;1;0;0;1;12,125
7;4;3;14;1;0;0;1;12,1428571428571
6;4;4;14;1;0;0;1;12,1666666666667
5;5;4;14;1;0;0;1;12,2
11;1;1;13;1;0;0;1;11,0909090909091
10;2;1;13;1;0;0;1;11,1
9;2;2;13;1;0;0;1;11,1111111111111
8;3;2;13;1;0;0;1;11,125
7;3;3;13;1;0;0;1;11,1428571428571
6;4;3;13;1;0;0;1;11,1666666666667
5;4;4;13;1;0;0;1;11,2
10;1;1;12;1;0;0;1;10,1
9;2;1;12;1;0;0;1;10,1111111111111
8;2;2;12;1;0;0;1;10,125
7;3;2;12;1;0;0;1;10,1428571428571
6;3;3;12;1;0;0;1;10,1666666666667
5;4;3;12;1;0;0;1;10,2
4;4;4;12;1;0;0;1;10,25
11;2;2;15;0;0;2;2;13
10;3;2;15;0;0;2;2;13
9;3;3;15;0;0;2;2;12,3333333333333
8;4;3;15;0;0;2;2;12,3333333333333
7;4;4;15;0;0;2;2;12
6;5;4;15;0;0;2;2;12
5;5;5;15;0;0;2;2;11,8
10;2;2;14;0;0;2;2;12
9;3;2;14;0;0;2;2;12
8;3;3;14;0;0;2;2;11,3333333333333
7;4;3;14;0;0;2;2;11,3333333333333
6;4;4;14;0;0;2;2;11
5;5;4;14;0;0;2;2;11
9;2;2;13;0;0;2;2;11
8;3;2;13;0;0;2;2;11
7;3;3;13;0;0;2;2;10,3333333333333
6;4;3;13;0;0;2;2;10,3333333333333
5;4;4;13;0;0;2;2;10
8;2;2;12;0;0;2;2;10
7;3;2;12;0;0;2;2;10
6;3;3;12;0;0;2;2;9,33333333333333
5;4;3;12;0;0;2;2;9,33333333333333
4;4;4;12;0;0;2;2;9
13;1;1;15;0;1;1;2;13
12;2;1;15;0;1;1;2;12,5
11;2;2;15;0;1;1;2;12
10;3;2;15;0;1;1;2;11,8333333333333
9;3;3;15;0;1;1;2;11,6666666666667
8;4;3;15;0;1;1;2;11,5833333333333
7;4;4;15;0;1;1;2;11,5
6;5;4;15;0;1;1;2;11,45
5;5;5;15;0;1;1;2;11,4
12;1;1;14;0;1;1;2;12
11;2;1;14;0;1;1;2;11,5
10;2;2;14;0;1;1;2;11
9;3;2;14;0;1;1;2;10,8333333333333
8;3;3;14;0;1;1;2;10,6666666666667
7;4;3;14;0;1;1;2;10,5833333333333
6;4;4;14;0;1;1;2;10,5
5;5;4;14;0;1;1;2;10,45
11;1;1;13;0;1;1;2;11
10;2;1;13;0;1;1;2;10,5
9;2;2;13;0;1;1;2;10
8;3;2;13;0;1;1;2;9,83333333333333
7;3;3;13;0;1;1;2;9,66666666666667
6;4;3;13;0;1;1;2;9,58333333333333
5;4;4;13;0;1;1;2;9,5
10;1;1;12;0;1;1;2;10
9;2;1;12;0;1;1;2;9,5
8;2;2;12;0;1;1;2;9
7;3;2;12;0;1;1;2;8,83333333333333
6;3;3;12;0;1;1;2;8,66666666666667
5;4;3;12;0;1;1;2;8,58333333333333
4;4;4;12;0;1;1;2;8,5
12;2;1;15;0;2;0;2;13
11;2;2;15;0;2;0;2;13
10;3;2;15;0;2;0;2;12,3333333333333
9;3;3;15;0;2;0;2;12,3333333333333
8;4;3;15;0;2;0;2;12
7;4;4;15;0;2;0;2;12
6;5;4;15;0;2;0;2;11,8
5;5;5;15;0;2;0;2;11,8
11;2;1;14;0;2;0;2;12
10;2;2;14;0;2;0;2;12
9;3;2;14;0;2;0;2;11,3333333333333
8;3;3;14;0;2;0;2;11,3333333333333
7;4;3;14;0;2;0;2;11
6;4;4;14;0;2;0;2;11
5;5;4;14;0;2;0;2;10,8
10;2;1;13;0;2;0;2;11
9;2;2;13;0;2;0;2;11
8;3;2;13;0;2;0;2;10,3333333333333
7;3;3;13;0;2;0;2;10,3333333333333
6;4;3;13;0;2;0;2;10
5;4;4;13;0;2;0;2;10
9;2;1;12;0;2;0;2;10
8;2;2;12;0;2;0;2;10
7;3;2;12;0;2;0;2;9,33333333333333
6;3;3;12;0;2;0;2;9,33333333333333
5;4;3;12;0;2;0;2;9
4;4;4;12;0;2;0;2;9
13;1;1;15;1;0;1;2;12,0769230769231
12;2;1;15;1;0;1;2;12,0833333333333
11;2;2;15;1;0;1;2;11,5909090909091
10;3;2;15;1;0;1;2;11,6
9;3;3;15;1;0;1;2;11,4444444444444
8;4;3;15;1;0;1;2;11,4583333333333
7;4;4;15;1;0;1;2;11,3928571428571
6;5;4;15;1;0;1;2;11,4166666666667
5;5;5;15;1;0;1;2;11,4
12;1;1;14;1;0;1;2;11,0833333333333
11;2;1;14;1;0;1;2;11,0909090909091
10;2;2;14;1;0;1;2;10,6
9;3;2;14;1;0;1;2;10,6111111111111
8;3;3;14;1;0;1;2;10,4583333333333
7;4;3;14;1;0;1;2;10,4761904761905
6;4;4;14;1;0;1;2;10,4166666666667
5;5;4;14;1;0;1;2;10,45
11;1;1;13;1;0;1;2;10,0909090909091
10;2;1;13;1;0;1;2;10,1
9;2;2;13;1;0;1;2;9,61111111111111
8;3;2;13;1;0;1;2;9,625
7;3;3;13;1;0;1;2;9,47619047619048
6;4;3;13;1;0;1;2;9,5
5;4;4;13;1;0;1;2;9,45
10;1;1;12;1;0;1;2;9,1
9;2;1;12;1;0;1;2;9,11111111111111
8;2;2;12;1;0;1;2;8,625
7;3;2;12;1;0;1;2;8,64285714285714
6;3;3;12;1;0;1;2;8,5
5;4;3;12;1;0;1;2;8,53333333333333
4;4;4;12;1;0;1;2;8,5
13;1;1;15;1;1;0;2;12,0769230769231
12;2;1;15;1;1;0;2;11,5833333333333
11;2;2;15;1;1;0;2;11,5909090909091
10;3;2;15;1;1;0;2;11,4333333333333
9;3;3;15;1;1;0;2;11,4444444444444
8;4;3;15;1;1;0;2;11,375
7;4;4;15;1;1;0;2;11,3928571428571
6;5;4;15;1;1;0;2;11,3666666666667
5;5;5;15;1;1;0;2;11,4
12;1;1;14;1;1;0;2;11,0833333333333
11;2;1;14;1;1;0;2;10,5909090909091
10;2;2;14;1;1;0;2;10,6
9;3;2;14;1;1;0;2;10,4444444444444
8;3;3;14;1;1;0;2;10,4583333333333
7;4;3;14;1;1;0;2;10,3928571428571
6;4;4;14;1;1;0;2;10,4166666666667
5;5;4;14;1;1;0;2;10,4
11;1;1;13;1;1;0;2;10,0909090909091
10;2;1;13;1;1;0;2;9,6
9;2;2;13;1;1;0;2;9,61111111111111
8;3;2;13;1;1;0;2;9,45833333333333
7;3;3;13;1;1;0;2;9,47619047619048
6;4;3;13;1;1;0;2;9,41666666666667
5;4;4;13;1;1;0;2;9,45
10;1;1;12;1;1;0;2;9,1
9;2;1;12;1;1;0;2;8,61111111111111
8;2;2;12;1;1;0;2;8,625
7;3;2;12;1;1;0;2;8,47619047619048
6;3;3;12;1;1;0;2;8,5
5;4;3;12;1;1;0;2;8,45
4;4;4;12;1;1;0;2;8,5
13;1;1;15;2;0;0;2;11,3076923076923
12;2;1;15;2;0;0;2;11,3333333333333
11;2;2;15;2;0;0;2;11,3636363636364
10;3;2;15;2;0;0;2;11,4
9;3;3;15;2;0;0;2;11,4444444444444
8;4;3;15;2;0;0;2;11,5
7;4;4;15;2;0;0;2;11,5714285714286
6;5;4;15;2;0;0;2;11,6666666666667
5;5;5;15;2;0;0;2;11,8
12;1;1;14;2;0;0;2;10,3333333333333
11;2;1;14;2;0;0;2;10,3636363636364
10;2;2;14;2;0;0;2;10,4
9;3;2;14;2;0;0;2;10,4444444444444
8;3;3;14;2;0;0;2;10,5
7;4;3;14;2;0;0;2;10,5714285714286
6;4;4;14;2;0;0;2;10,6666666666667
5;5;4;14;2;0;0;2;10,8
11;1;1;13;2;0;0;2;9,36363636363636
10;2;1;13;2;0;0;2;9,4
9;2;2;13;2;0;0;2;9,44444444444444
8;3;2;13;2;0;0;2;9,5
7;3;3;13;2;0;0;2;9,57142857142857
6;4;3;13;2;0;0;2;9,66666666666667
5;4;4;13;2;0;0;2;9,8
10;1;1;12;2;0;0;2;8,4
9;2;1;12;2;0;0;2;8,44444444444444
8;2;2;12;2;0;0;2;8,5
7;3;2;12;2;0;0;2;8,57142857142857
6;3;3;12;2;0;0;2;8,66666666666667
5;4;3;12;2;0;0;2;8,8
4;4;4;12;2;0;0;2;9
9;3;3;15;0;0;3;3;12
8;4;3;15;0;0;3;3;12
7;4;4;15;0;0;3;3;11,25
6;5;4;15;0;0;3;3;11,25
5;5;5;15;0;0;3;3;10,8
8;3;3;14;0;0;3;3;11
7;4;3;14;0;0;3;3;11
6;4;4;14;0;0;3;3;10,25
5;5;4;14;0;0;3;3;10,25
7;3;3;13;0;0;3;3;10
6;4;3;13;0;0;3;3;10
5;4;4;13;0;0;3;3;9,25
6;3;3;12;0;0;3;3;9
5;4;3;12;0;0;3;3;9
4;4;4;12;0;0;3;3;8,25
11;2;2;15;0;1;2;3;11,5
10;3;2;15;0;1;2;3;11,3333333333333
9;3;3;15;0;1;2;3;10,6666666666667
8;4;3;15;0;1;2;3;10,5833333333333
7;4;4;15;0;1;2;3;10,25
6;5;4;15;0;1;2;3;10,2
5;5;5;15;0;1;2;3;10
10;2;2;14;0;1;2;3;10,5
9;3;2;14;0;1;2;3;10,3333333333333
8;3;3;14;0;1;2;3;9,66666666666667
7;4;3;14;0;1;2;3;9,58333333333333
6;4;4;14;0;1;2;3;9,25
5;5;4;14;0;1;2;3;9,2
9;2;2;13;0;1;2;3;9,5
8;3;2;13;0;1;2;3;9,33333333333333
7;3;3;13;0;1;2;3;8,66666666666667
6;4;3;13;0;1;2;3;8,58333333333333
5;4;4;13;0;1;2;3;8,25
8;2;2;12;0;1;2;3;8,5
7;3;2;12;0;1;2;3;8,33333333333333
6;3;3;12;0;1;2;3;7,66666666666667
5;4;3;12;0;1;2;3;7,58333333333333
4;4;4;12;0;1;2;3;7,25
12;2;1;15;0;2;1;3;12
11;2;2;15;0;2;1;3;11,5
10;3;2;15;0;2;1;3;10,8333333333333
9;3;3;15;0;2;1;3;10,6666666666667
8;4;3;15;0;2;1;3;10,3333333333333
7;4;4;15;0;2;1;3;10,25
6;5;4;15;0;2;1;3;10,05
5;5;5;15;0;2;1;3;10
11;2;1;14;0;2;1;3;11
10;2;2;14;0;2;1;3;10,5
9;3;2;14;0;2;1;3;9,83333333333333
8;3;3;14;0;2;1;3;9,66666666666667
7;4;3;14;0;2;1;3;9,33333333333333
6;4;4;14;0;2;1;3;9,25
5;5;4;14;0;2;1;3;9,05
10;2;1;13;0;2;1;3;10
9;2;2;13;0;2;1;3;9,5
8;3;2;13;0;2;1;3;8,83333333333333
7;3;3;13;0;2;1;3;8,66666666666667
6;4;3;13;0;2;1;3;8,33333333333333
5;4;4;13;0;2;1;3;8,25
9;2;1;12;0;2;1;3;9
8;2;2;12;0;2;1;3;8,5
7;3;2;12;0;2;1;3;7,83333333333333
6;3;3;12;0;2;1;3;7,66666666666667
5;4;3;12;0;2;1;3;7,33333333333333
4;4;4;12;0;2;1;3;7,25
10;3;2;15;0;3;0;3;12
9;3;3;15;0;3;0;3;12
8;4;3;15;0;3;0;3;11,25
7;4;4;15;0;3;0;3;11,25
6;5;4;15;0;3;0;3;10,8
5;5;5;15;0;3;0;3;10,8
9;3;2;14;0;3;0;3;11
8;3;3;14;0;3;0;3;11
7;4;3;14;0;3;0;3;10,25
6;4;4;14;0;3;0;3;10,25
5;5;4;14;0;3;0;3;9,8
8;3;2;13;0;3;0;3;10
7;3;3;13;0;3;0;3;10
6;4;3;13;0;3;0;3;9,25
5;4;4;13;0;3;0;3;9,25
7;3;2;12;0;3;0;3;9
6;3;3;12;0;3;0;3;9
5;4;3;12;0;3;0;3;8,25
4;4;4;12;0;3;0;3;8,25
11;2;2;15;1;0;2;3;11,0909090909091
10;3;2;15;1;0;2;3;11,1
9;3;3;15;1;0;2;3;10,4444444444444
8;4;3;15;1;0;2;3;10,4583333333333
7;4;4;15;1;0;2;3;10,1428571428571
6;5;4;15;1;0;2;3;10,1666666666667
5;5;5;15;1;0;2;3;10
10;2;2;14;1;0;2;3;10,1
9;3;2;14;1;0;2;3;10,1111111111111
8;3;3;14;1;0;2;3;9,45833333333333
7;4;3;14;1;0;2;3;9,47619047619048
6;4;4;14;1;0;2;3;9,16666666666667
5;5;4;14;1;0;2;3;9,2
9;2;2;13;1;0;2;3;9,11111111111111
8;3;2;13;1;0;2;3;9,125
7;3;3;13;1;0;2;3;8,47619047619048
6;4;3;13;1;0;2;3;8,5
5;4;4;13;1;0;2;3;8,2
8;2;2;12;1;0;2;3;8,125
7;3;2;12;1;0;2;3;8,14285714285714
6;3;3;12;1;0;2;3;7,5
5;4;3;12;1;0;2;3;7,53333333333333
4;4;4;12;1;0;2;3;7,25
13;1;1;15;1;1;1;3;11,0769230769231
12;2;1;15;1;1;1;3;10,5833333333333
11;2;2;15;1;1;1;3;10,0909090909091
10;3;2;15;1;1;1;3;9,93333333333334
9;3;3;15;1;1;1;3;9,77777777777778
8;4;3;15;1;1;1;3;9,70833333333333
7;4;4;15;1;1;1;3;9,64285714285714
6;5;4;15;1;1;1;3;9,61666666666667
5;5;5;15;1;1;1;3;9,6
12;1;1;14;1;1;1;3;10,0833333333333
11;2;1;14;1;1;1;3;9,59090909090909
10;2;2;14;1;1;1;3;9,1
9;3;2;14;1;1;1;3;8,94444444444444
8;3;3;14;1;1;1;3;8,79166666666667
7;4;3;14;1;1;1;3;8,72619047619048
6;4;4;14;1;1;1;3;8,66666666666667
5;5;4;14;1;1;1;3;8,65
11;1;1;13;1;1;1;3;9,09090909090909
10;2;1;13;1;1;1;3;8,6
9;2;2;13;1;1;1;3;8,11111111111111
8;3;2;13;1;1;1;3;7,95833333333333
7;3;3;13;1;1;1;3;7,80952380952381
6;4;3;13;1;1;1;3;7,75
5;4;4;13;1;1;1;3;7,7
10;1;1;12;1;1;1;3;8,1
9;2;1;12;1;1;1;3;7,61111111111111
8;2;2;12;1;1;1;3;7,125
7;3;2;12;1;1;1;3;6,97619047619048
6;3;3;12;1;1;1;3;6,83333333333333
5;4;3;12;1;1;1;3;6,78333333333333
4;4;4;12;1;1;1;3;6,75
12;2;1;15;1;2;0;3;11,0833333333333
11;2;2;15;1;2;0;3;11,0909090909091
10;3;2;15;1;2;0;3;10,4333333333333
9;3;3;15;1;2;0;3;10,4444444444444
8;4;3;15;1;2;0;3;10,125
7;4;4;15;1;2;0;3;10,1428571428571
6;5;4;15;1;2;0;3;9,96666666666667
5;5;5;15;1;2;0;3;10
11;2;1;14;1;2;0;3;10,0909090909091
10;2;2;14;1;2;0;3;10,1
9;3;2;14;1;2;0;3;9,44444444444444
8;3;3;14;1;2;0;3;9,45833333333333
7;4;3;14;1;2;0;3;9,14285714285714
6;4;4;14;1;2;0;3;9,16666666666667
5;5;4;14;1;2;0;3;9
10;2;1;13;1;2;0;3;9,1
9;2;2;13;1;2;0;3;9,11111111111111
8;3;2;13;1;2;0;3;8,45833333333333
7;3;3;13;1;2;0;3;8,47619047619048
6;4;3;13;1;2;0;3;8,16666666666667
5;4;4;13;1;2;0;3;8,2
9;2;1;12;1;2;0;3;8,11111111111111
8;2;2;12;1;2;0;3;8,125
7;3;2;12;1;2;0;3;7,47619047619048
6;3;3;12;1;2;0;3;7,5
5;4;3;12;1;2;0;3;7,2
4;4;4;12;1;2;0;3;7,25
13;1;1;15;2;0;1;3;10,3076923076923
12;2;1;15;2;0;1;3;10,3333333333333
11;2;2;15;2;0;1;3;9,86363636363636
10;3;2;15;2;0;1;3;9,9
9;3;3;15;2;0;1;3;9,77777777777778
8;4;3;15;2;0;1;3;9,83333333333333
7;4;4;15;2;0;1;3;9,82142857142857
6;5;4;15;2;0;1;3;9,91666666666667
5;5;5;15;2;0;1;3;10
12;1;1;14;2;0;1;3;9,33333333333333
11;2;1;14;2;0;1;3;9,36363636363636
10;2;2;14;2;0;1;3;8,9
9;3;2;14;2;0;1;3;8,94444444444444
8;3;3;14;2;0;1;3;8,83333333333333
7;4;3;14;2;0;1;3;8,90476190476191
6;4;4;14;2;0;1;3;8,91666666666667
5;5;4;14;2;0;1;3;9,05
11;1;1;13;2;0;1;3;8,36363636363636
10;2;1;13;2;0;1;3;8,4
9;2;2;13;2;0;1;3;7,94444444444444
8;3;2;13;2;0;1;3;8
7;3;3;13;2;0;1;3;7,90476190476191
6;4;3;13;2;0;1;3;8
5;4;4;13;2;0;1;3;8,05
10;1;1;12;2;0;1;3;7,4
9;2;1;12;2;0;1;3;7,44444444444444
8;2;2;12;2;0;1;3;7
7;3;2;12;2;0;1;3;7,07142857142857
6;3;3;12;2;0;1;3;7
5;4;3;12;2;0;1;3;7,13333333333333
4;4;4;12;2;0;1;3;7,25
13;1;1;15;2;1;0;3;10,3076923076923
12;2;1;15;2;1;0;3;9,83333333333333
11;2;2;15;2;1;0;3;9,86363636363636
10;3;2;15;2;1;0;3;9,73333333333333
9;3;3;15;2;1;0;3;9,77777777777778
8;4;3;15;2;1;0;3;9,75
7;4;4;15;2;1;0;3;9,82142857142857
6;5;4;15;2;1;0;3;9,86666666666667
5;5;5;15;2;1;0;3;10
12;1;1;14;2;1;0;3;9,33333333333333
11;2;1;14;2;1;0;3;8,86363636363636
10;2;2;14;2;1;0;3;8,9
9;3;2;14;2;1;0;3;8,77777777777778
8;3;3;14;2;1;0;3;8,83333333333333
7;4;3;14;2;1;0;3;8,82142857142857
6;4;4;14;2;1;0;3;8,91666666666667
5;5;4;14;2;1;0;3;9
11;1;1;13;2;1;0;3;8,36363636363636
10;2;1;13;2;1;0;3;7,9
9;2;2;13;2;1;0;3;7,94444444444444
8;3;2;13;2;1;0;3;7,83333333333333
7;3;3;13;2;1;0;3;7,90476190476191
6;4;3;13;2;1;0;3;7,91666666666667
5;4;4;13;2;1;0;3;8,05
10;1;1;12;2;1;0;3;7,4
9;2;1;12;2;1;0;3;6,94444444444444
8;2;2;12;2;1;0;3;7
7;3;2;12;2;1;0;3;6,90476190476191
6;3;3;12;2;1;0;3;7
5;4;3;12;2;1;0;3;7,05
4;4;4;12;2;1;0;3;7,25
13;1;1;15;3;0;0;3;9,69230769230769
12;2;1;15;3;0;0;3;9,75
11;2;2;15;3;0;0;3;9,81818181818182
10;3;2;15;3;0;0;3;9,9
9;3;3;15;3;0;0;3;10
8;4;3;15;3;0;0;3;10,125
7;4;4;15;3;0;0;3;10,2857142857143
6;5;4;15;3;0;0;3;10,5
5;5;5;15;3;0;0;3;10,8
12;1;1;14;3;0;0;3;8,75
11;2;1;14;3;0;0;3;8,81818181818182
10;2;2;14;3;0;0;3;8,9
9;3;2;14;3;0;0;3;9
8;3;3;14;3;0;0;3;9,125
7;4;3;14;3;0;0;3;9,28571428571428
6;4;4;14;3;0;0;3;9,5
5;5;4;14;3;0;0;3;9,8
11;1;1;13;3;0;0;3;7,81818181818182
10;2;1;13;3;0;0;3;7,9
9;2;2;13;3;0;0;3;8
8;3;2;13;3;0;0;3;8,125
7;3;3;13;3;0;0;3;8,28571428571428
6;4;3;13;3;0;0;3;8,5
5;4;4;13;3;0;0;3;8,8
10;1;1;12;3;0;0;3;6,9
9;2;1;12;3;0;0;3;7
8;2;2;12;3;0;0;3;7,125
7;3;2;12;3;0;0;3;7,28571428571429
6;3;3;12;3;0;0;3;7,5
5;4;3;12;3;0;0;3;7,8
4;4;4;12;3;0;0;3;8,25
7;4;4;15;0;0;4;4;11
6;5;4;15;0;0;4;4;11
5;5;5;15;0;0;4;4;10,2
6;4;4;14;0;0;4;4;10
5;5;4;14;0;0;4;4;10
5;4;4;13;0;0;4;4;9
4;4;4;12;0;0;4;4;8
9;3;3;15;0;1;3;4;10,3333333333333
8;4;3;15;0;1;3;4;10,25
7;4;4;15;0;1;3;4;9,5
6;5;4;15;0;1;3;4;9,45
5;5;5;15;0;1;3;4;9
8;3;3;14;0;1;3;4;9,33333333333333
7;4;3;14;0;1;3;4;9,25
6;4;4;14;0;1;3;4;8,5
5;5;4;14;0;1;3;4;8,45
7;3;3;13;0;1;3;4;8,33333333333333
6;4;3;13;0;1;3;4;8,25
5;4;4;13;0;1;3;4;7,5
6;3;3;12;0;1;3;4;7,33333333333333
5;4;3;12;0;1;3;4;7,25
4;4;4;12;0;1;3;4;6,5
11;2;2;15;0;2;2;4;11
10;3;2;15;0;2;2;4;10,3333333333333
9;3;3;15;0;2;2;4;9,66666666666667
8;4;3;15;0;2;2;4;9,33333333333333
7;4;4;15;0;2;2;4;9
6;5;4;15;0;2;2;4;8,8
5;5;5;15;0;2;2;4;8,6
10;2;2;14;0;2;2;4;10
9;3;2;14;0;2;2;4;9,33333333333333
8;3;3;14;0;2;2;4;8,66666666666667
7;4;3;14;0;2;2;4;8,33333333333333
6;4;4;14;0;2;2;4;8
5;5;4;14;0;2;2;4;7,8
9;2;2;13;0;2;2;4;9
8;3;2;13;0;2;2;4;8,33333333333333
7;3;3;13;0;2;2;4;7,66666666666667
6;4;3;13;0;2;2;4;7,33333333333333
5;4;4;13;0;2;2;4;7
8;2;2;12;0;2;2;4;8
7;3;2;12;0;2;2;4;7,33333333333333
6;3;3;12;0;2;2;4;6,66666666666667
5;4;3;12;0;2;2;4;6,33333333333333
4;4;4;12;0;2;2;4;6
10;3;2;15;0;3;1;4;10,5
9;3;3;15;0;3;1;4;10,3333333333333
8;4;3;15;0;3;1;4;9,58333333333333
7;4;4;15;0;3;1;4;9,5
6;5;4;15;0;3;1;4;9,05
5;5;5;15;0;3;1;4;9
9;3;2;14;0;3;1;4;9,5
8;3;3;14;0;3;1;4;9,33333333333333
7;4;3;14;0;3;1;4;8,58333333333333
6;4;4;14;0;3;1;4;8,5
5;5;4;14;0;3;1;4;8,05
8;3;2;13;0;3;1;4;8,5
7;3;3;13;0;3;1;4;8,33333333333333
6;4;3;13;0;3;1;4;7,58333333333333
5;4;4;13;0;3;1;4;7,5
7;3;2;12;0;3;1;4;7,5
6;3;3;12;0;3;1;4;7,33333333333333
5;4;3;12;0;3;1;4;6,58333333333333
4;4;4;12;0;3;1;4;6,5
8;4;3;15;0;4;0;4;11
7;4;4;15;0;4;0;4;11
6;5;4;15;0;4;0;4;10,2
5;5;5;15;0;4;0;4;10,2
7;4;3;14;0;4;0;4;10
6;4;4;14;0;4;0;4;10
5;5;4;14;0;4;0;4;9,2
6;4;3;13;0;4;0;4;9
5;4;4;13;0;4;0;4;9
5;4;3;12;0;4;0;4;8
4;4;4;12;0;4;0;4;8
9;3;3;15;1;0;3;4;10,1111111111111
8;4;3;15;1;0;3;4;10,125
7;4;4;15;1;0;3;4;9,39285714285714
6;5;4;15;1;0;3;4;9,41666666666667
5;5;5;15;1;0;3;4;9
8;3;3;14;1;0;3;4;9,125
7;4;3;14;1;0;3;4;9,14285714285714
6;4;4;14;1;0;3;4;8,41666666666667
5;5;4;14;1;0;3;4;8,45
7;3;3;13;1;0;3;4;8,14285714285714
6;4;3;13;1;0;3;4;8,16666666666667
5;4;4;13;1;0;3;4;7,45
6;3;3;12;1;0;3;4;7,16666666666667
5;4;3;12;1;0;3;4;7,2
4;4;4;12;1;0;3;4;6,5
11;2;2;15;1;1;2;4;9,59090909090909
10;3;2;15;1;1;2;4;9,43333333333334
9;3;3;15;1;1;2;4;8,77777777777778
8;4;3;15;1;1;2;4;8,70833333333333
7;4;4;15;1;1;2;4;8,39285714285714
6;5;4;15;1;1;2;4;8,36666666666667
5;5;5;15;1;1;2;4;8,2
